celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_elimination_week,elimination_type,eliminated_week,is_bottom_two
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,7.5,7.0,8.0,0.0,7.0,8.0,8.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,8.0,0.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,5.0,False
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,7.5,6.0,8.0,0.0,7.0,6.0,7.0,0.0,8.0,7.0,7.0,0.0,9.0,8.0,9.0,0.0,7.0,7.0,7.0,0.0,9.0,9.0,9.0,0.0,9.0,7.0,9.0,0.0,8.5,7.5,9.0,0.0,10.0,9.0,9.5,0.0,9.0,9.0,9.5,0.0,0.0,0.0,0.0,0.0,False,Third_Place,,False
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,6.0,6.5,6.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,6.0,5.5,6.0,0.0,5.0,6.0,5.0,0.0,7.0,7.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,8.0,8.0,8.5,0.0,8.0,8.0,8.0,0.0,9.0,10.0,9.0,0.0,9.0,8.0,9.0,0.0,10.0,9.0,10.0,0.0,8.0,10.0,8.0,0.0,10.0,10.0,10.0,0.0,9.5,8.5,9.5,0.0,8.0,8.5,8.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,Winner,,False
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,10.0,10.0,10.0,0.0,10.0,9.0,10.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.5,0.0,9.5,9.0,9.5,0.0,10.0,10.0,10.0,0.0,9.5,10.0,9.5,0.0,False,Runner_up,,False
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,3.0,False
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6.0,7.0,6.0,0.0,6.0,5.0,6.0,0.0,8.0,8.0,8.0,0.0,8.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,5.0,False
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6.0,5.0,5.0,0.0,7.0,6.0,7.0,0.0,7.0,6.0,7.0,0.0,7.0,5.0,7.0,0.0,6.0,7.0,7.0,0.0,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,7.0,False
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,5.0,4.0,5.0,0.0,7.0,6.0,7.0,0.0,8.0,8.0,7.0,0.0,9.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,7.5,8.0,7.5,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,10.0,False
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8.0,8.0,7.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,8.0,8.0,9.0,0.0,9.0,8.0,9.0,0.0,8.0,9.0,9.0,0.0,9.0,9.0,10.0,0.0,9.0,8.0,9.0,0.0,9.5,9.0,9.5,0.0,9.5,9.0,9.5,0.0,10.0,10.0,10.0,0.0,False,Winner,,False
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5.0,4.0,4.0,0.0,6.0,5.0,6.0,0.0,4.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6.0,6.0,5.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6.0,7.0,7.0,0.0,6.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,7.0,7.0,0.0,7.0,8.0,8.0,0.0,8.0,7.0,8.0,0.0,9.0,9.0,9.0,0.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,8.0,False
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,7.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,8.0,9.0,0.0,9.0,8.0,10.0,0.0,9.0,8.0,9.0,0.0,10.0,8.0,10.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,10.0,0.0,8.5,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,9.0,False
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,6.0,5.0,6.0,0.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,6.0,False
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,5.0,6.0,6.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,8.0,7.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,10.0,9.0,10.0,0.0,8.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,10.0,9.0,10.0,0.0,7.5,7.5,8.0,0.0,9.5,9.5,9.5,0.0,9.0,9.5,9.0,0.0,9.5,9.5,9.5,0.0,False,Third_Place,,False
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,6.3333,7.3333,5.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,1.0,False
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,8.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,3.0,False
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,8.0,8.0,8.0,0.0,7.0,6.0,6.0,0.0,6.0,6.0,7.0,0.0,9.0,9.0,10.0,0.0,8.0,8.0,7.0,0.0,8.3333,8.3333,7.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,6.0,False
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,9.6666,9.6666,9.6666,0.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,8.0,7.0,7.0,0.0,9.0,9.0,8.0,0.0,11.0,11.0,10.0,0.0,7.0,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,7.0,False
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,8.0,7.0,7.0,0.0,6.0,7.0,6.0,0.0,6.0,5.0,6.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,9.6666,8.6666,8.6666,0.0,7.0,7.0,7.0,0.0,9.0,8.0,9.0,0.0,8.0,8.0,8.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,5.0,False
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,8.6666,9.6666,8.6666,0.0,6.0,7.0,6.0,0.0,8.0,5.0,7.0,0.0,5.0,5.0,6.0,0.0,7.0,8.0,7.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,6.0,False
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,7.0,6.0,6.0,0.0,7.0,7.0,6.0,0.0,5.0,4.0,5.0,0.0,5.0,6.0,5.0,0.0,7.0,7.0,7.0,0.0,6.6666,8.6666,6.6666,0.0,8.0,8.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,7.0,False
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,0.0,6.0,7.0,7.0,0.0,7.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,8.0,8.0,8.0,0.0,11.3333,12.3333,12.3333,0.0,9.0,9.0,9.5,0.0,8.5,8.5,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,9.0,False
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,0.0,6.0,6.0,6.0,0.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Withdrawal,,False
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,1.0,False
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,0.0,9.0,9.0,9.0,0.0,8.0,6.0,7.0,0.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,10.6666,11.6666,10.6666,0.0,8.5,9.0,9.0,0.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,8.0,False
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,0.0,9.0,9.0,9.0,0.0,10.0,7.0,10.0,0.0,10.0,8.0,10.0,0.0,9.0,9.0,9.0,0.0,11.0,10.0,12.0,0.0,8.5,7.5,8.5,0.0,9.5,10.0,10.0,0.0,9.3333,9.6666,10.0,0.0,9.4444,9.4444,9.4444,0.0,0.0,0.0,0.0,0.0,False,Runner_up,,False
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,0.0,8.0,9.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,10.0,9.0,10.0,0.0,10.3333,10.3333,10.3333,0.0,8.5,8.5,9.0,0.0,8.5,8.0,8.5,0.0,8.0,8.3333,8.3333,0.0,9.6666,9.6666,9.6666,0.0,0.0,0.0,0.0,0.0,False,Winner,,False
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,0.0,6.0,7.0,6.0,0.0,7.0,6.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,8.6666,7.6666,8.6666,0.0,8.5,8.5,9.0,0.0,8.0,8.5,9.0,0.0,8.6666,8.6666,8.6666,0.0,8.5,8.5,8.2222,0.0,0.0,0.0,0.0,0.0,False,Third_Place,,False
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,0.0,7.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,8.6666,8.6666,8.6666,0.0,8.5,8.0,8.0,0.0,7.0,7.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,8.0,False
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,0.0,4.0,4.0,4.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,3.0,False
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,0.0,6.0,5.0,5.0,0.0,7.0,6.0,7.0,0.0,7.5,6.5,8.0,0.0,6.0,6.0,6.0,0.0,10.3333,10.3333,10.3333,0.0,8.5,9.0,8.5,0.0,7.5,7.5,7.5,0.0,8.5,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,9.0,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,8.5,9.0,0.0,10.0,9.5,10.0,0.0,9.3333,8.7777,8.7777,0.0,0.0,0.0,0.0,0.0,False,Runner_up,,False
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,0.0,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,8.5,0.0,7.0,6.0,8.0,0.0,9.6666,9.6666,10.6666,0.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,7.0,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,0.0,10.0,8.0,10.0,0.0,8.0,6.0,9.0,0.0,8.5,8.0,8.5,0.0,10.0,9.0,10.0,0.0,12.3333,10.3333,13.3333,0.0,9.0,9.0,9.0,0.0,10.0,9.5,10.0,0.0,10.0,9.5,10.0,0.0,9.5,9.5,9.7777,0.0,0.0,0.0,0.0,0.0,False,Winner,,False
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,7.0,8.0,0.0,6.5,6.5,6.5,0.0,7.0,7.0,8.0,0.0,12.0,10.0,12.0,0.0,8.5,8.5,8.5,0.0,8.5,9.0,9.0,0.0,9.5,9.0,9.5,0.0,9.2222,8.8888,8.8888,0.0,0.0,0.0,0.0,0.0,False,Third_Place,,False
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.5,5.5,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,5.0,False
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,0.0,6.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,6.5,6.5,6.0,0.0,8.0,7.0,8.0,0.0,8.3333,8.3333,8.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,6.0,False
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,1.0,False
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,0.0,7.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,6.0,6.0,5.5,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,5.0,False
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,0.0,8.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,7.0,6.5,6.5,0.0,8.0,5.0,7.0,0.0,10.3333,9.3333,10.3333,0.0,9.0,8.5,8.0,8.0,9.5,9.0,9.5,0.0,10.0,9.0,10.0,0.0,9.3333,8.6666,9.3333,0.0,0.0,0.0,0.0,0.0,False,Runner_up,,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.5,9.0,9.5,0.0,8.0,8.0,9.0,0.0,9.0,10.0,10.0,0.0,9.5,9.0,9.0,9.0,9.5,9.5,9.5,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,Winner,,False
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,6.0,7.0,6.5,0.0,8.0,8.0,8.0,0.0,10.0,10.0,10.0,0.0,9.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,7.0,False
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,7.0,0.0,6.0,5.5,5.5,0.0,8.0,8.0,8.0,0.0,7.3333,7.3333,7.3333,0.0,9.5,8.5,8.5,8.5,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,8.0,False
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,3.0,False
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,11.3333,12.3333,12.3333,0.0,9.0,9.0,9.5,9.0,9.0,9.5,10.0,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,9.0,False
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,5.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,0.0,8.0,8.0,7.0,0.0,8.0,9.0,9.0,0.0,8.0,7.5,7.5,0.0,7.0,8.0,8.0,0.0,10.6666,10.6666,10.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,6.0,False
