celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_elimination_week,elimination_type,eliminated_week,is_bottom_two
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4.0,4.0,5.0,4.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,7.0,7.75,7.75,7.75,7.75,7.0,7.0,7.0,7.0,7.5,8.0,8.0,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,8.0,True
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.75,9.25,9.75,9.75,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.0,11.25,10.25,10.25,10.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,0.0,0.0,0.0,0.0,False,Other,,False
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.25,10.25,10.25,10.25,9.0,9.0,9.0,10.0,9.0,9.0,8.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,False,Runner_up,,False
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5.0,5.0,5.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6.0,5.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,5.0,False
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.25,7.25,8.25,8.25,8.0,8.0,8.5,8.0,8.75,8.75,8.75,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,8.0,True
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5.0,4.0,4.0,0.0,7.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,0.0,9.0,8.5,9.0,0.0,False,Other,,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,0.0,9.0,10.0,9.0,0.0,10.25,10.25,11.25,10.25,9.5,9.0,9.5,9.0,10.0,10.0,10.0,10.0,9.75,9.75,10.75,10.75,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,False,Winner,,False
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6.0,6.0,6.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,1.0,False
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,3.0,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,9.75,9.75,9.75,9.75,8.5,8.5,10.0,9.0,8.0,9.0,8.0,8.0,10.75,10.75,10.75,10.75,9.5,9.5,9.5,0.0,10.0,10.0,10.0,0.0,False,Runner_up,,False
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6.0,7.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,10.0,9.5,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,7.0,True
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,4.0,4.0,4.0,0.0,5.0,5.0,5.0,0.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,7.25,7.25,7.25,7.25,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,9.0,True
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,5.0,5.0,5.0,0.0,4.0,4.0,4.0,0.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.5,8.5,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,6.0,False
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,10.0,9.0,9.0,0.0,9.75,9.75,8.75,9.75,9.0,9.0,9.0,9.0,9.75,9.75,9.75,9.75,9.0,10.0,9.0,10.0,10.0,9.5,10.0,0.0,9.5,10.0,10.0,0.0,False,Other,,False
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7.0,7.0,7.0,0.0,6.0,7.0,7.0,0.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,0.0,8.0,8.0,8.0,0.0,10.0,10.0,10.0,11.0,9.0,9.0,10.0,9.0,9.75,10.75,10.75,10.75,9.0,9.0,9.0,10.0,9.5,9.5,10.0,0.0,9.5,10.0,10.0,0.0,False,Third_Place,,False
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6.0,6.0,5.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5.0,5.0,5.0,0.0,6.0,4.0,5.0,0.0,6.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,3.0,False
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6.0,5.0,5.0,0.0,6.0,4.0,5.0,0.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,3.0,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,0.0,10.0,11.0,11.0,0.0,10.0,10.0,10.0,0.0,9.5,9.5,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Third_Place,,False
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,7.0,6.5,6.0,6.5,7.0,8.0,7.0,7.0,8.0,8.0,8.0,0.0,11.0,10.0,10.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,7.0,True
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7.0,6.0,7.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,8.0,7.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,0.0,10.0,9.0,9.0,0.0,8.5,8.5,8.5,0.0,9.0,9.0,9.0,0.0,9.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Other,,False
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,8.0,8.0,7.5,7.5,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,10.0,9.0,9.0,0.0,9.5,9.0,8.5,0.0,9.0,8.5,9.0,0.0,10.0,9.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Other,,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.0,7.0,6.5,8.0,8.0,8.0,8.0,9.0,8.5,8.5,0.0,8.0,8.0,8.0,0.0,9.0,8.5,8.5,0.0,9.5,9.5,9.5,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Runner_up,,False
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,6.0,6.0,6.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,7.5,7.5,8.0,7.5,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,7.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,5.0,True
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,7.0,6.0,6.0,0.0,6.0,6.0,7.0,0.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,0.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,6.0,True
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,9.0,9.0,8.5,8.5,9.0,9.0,9.0,9.0,8.5,8.5,9.0,0.0,11.0,10.0,11.0,0.0,9.0,9.5,9.0,0.0,9.5,10.0,9.5,0.0,9.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Winner,,False
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6.0,6.0,0.0,0.0,7.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.5,9.5,9.0,9.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,8.0,True
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,6.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,10.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.5,0.0,9.6666,9.6666,9.6666,0.0,False,Other,,False
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,5.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,2.0,False
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,5.0,5.0,0.0,0.0,8.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.5,10.0,9.5,9.5,10.5,9.5,9.5,9.5,9.5,9.5,0.0,9.6666,10.0,10.0,0.0,False,Third_Place,,False
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,5.0,4.0,0.0,0.0,6.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.25,7.25,7.25,7.25,8.0,8.5,9.5,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,9.0,True
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,8.0,7.0,0.0,0.0,8.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,8.0,0.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.75,9.75,9.75,10.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,0.0,9.6666,10.0,10.0,0.0,False,Winner,,False
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,7.0,7.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,4.0,False
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,7.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,3.0,False
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,5.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,6.0,False
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,7.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,11.0,9.5,10.0,9.5,9.5,10.0,10.0,10.0,10.0,9.5,10.0,9.5,0.0,10.0,10.0,10.0,0.0,False,Runner_up,,False
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,6.0,6.0,0.0,0.0,8.0,7.0,7.0,0.0,7.0,6.0,6.0,0.0,7.0,8.0,8.0,0.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Regular_Elimination,7.0,False
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,7.0,8.0,0.0,0.0,7.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,8.0,0.0,9.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.25,10.25,10.25,11.25,9.5,10.0,10.0,10.0,10.5,10.5,10.5,10.5,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,True,Bottom_Two_Judges_Decision,10.0,True
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,5.0,5.0,0.0,0.0,7.0,6.0,7.0,0.0,7.0,8.0,8.0,0.0,7.0,8.0,8.0,0.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.75,9.75,8.75,9.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,9.0,9.0,9.5,0.0,9.6666,9.6666,10.0,0.0,False,Other,,False
